s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	p0	p1	p2	p3	p4	p5
			*V-Obs-V	Max	ID-C	ID-lat
	jjea	0.0	0	1	0	0
jjep-ta$$$s55$p1	jjepta	1.0	0	0	0	0
	jjewta	0.0	0	0	1	0
	jjelta	0.0	0	0	0	1
	jjeta	0.0	0	1	0	0
jjep-e$$$s55$p2	jjepe	0.0	1	0	0	0
	jjewe	1.0	0	0	1	0
	jjele	0.0	0	0	0	1
	jjee	0.0	0	1	0	0
jjep-te$$$s55$p3	jjepte	1.0	0	0	0	0
	jjewte	0.0	0	0	1	0
	jjelte	0.0	0	0	0	1
	jjete	0.0	0	1	0	0
jjep-i$$$s55$p4	jjepi	0.0	1	0	0	0
	jjewi	1.0	0	0	1	0
	jjeli	0.0	0	0	0	1
	jjei	0.0	0	1	0	0
jjep-ti$$$s55$p5	jjepti	1.0	0	0	0	0
	jjewti	0.0	0	0	1	0
	jjelti	0.0	0	0	0	1
	jjeti	0.0	0	1	0	0
meup-a$$$s56$p0	meupa	0.0	1	0	0	0
	meuwa	1.0	0	0	1	0
	meula	0.0	0	0	0	1
	meua	0.0	0	1	0	0
meup-ta$$$s56$p1	meupta	1.0	0	0	0	0
	meuwta	0.0	0	0	1	0
	meulta	0.0	0	0	0	1
	meuta	0.0	0	1	0	0
meup-e$$$s56$p2	meupe	0.0	1	0	0	0
	meuwe	1.0	0	0	1	0
	meule	0.0	0	0	0	1
	meue	0.0	0	1	0	0
meup-te$$$s56$p3	meupte	1.0	0	0	0	0
	meuwte	0.0	0	0	1	0
	meulte	0.0	0	0	0	1
	meute	0.0	0	1	0	0
meup-i$$$s56$p4	meupi	0.0	1	0	0	0
	meuwi	1.0	0	0	1	0
	meuli	0.0	0	0	0	1
	meui	0.0	0	1	0	0
meup-ti$$$s56$p5	meupti	1.0	0	0	0	0
	meuwti	0.0	0	0	1	0
	meulti	0.0	0	0	0	1
	meuti	0.0	0	1	0	0
ttop-a$$$s57$p0	ttopa	0.0	1	0	0	0
	ttowa	1.0	0	0	1	0
	ttola	0.0	0	0	0	1
	ttoa	0.0	0	1	0	0
ttop-ta$$$s57$p1	ttopta	1.0	0	0	0	0
	ttowta	0.0	0	0	1	0
	ttolta	0.0	0	0	0	1
	ttota	0.0	0	1	0	0
ttop-e$$$s57$p2	ttope	0.0	1	0	0	0
	ttowe	1.0	0	0	1	0
	ttole	0.0	0	0	0	1
	ttoe	0.0	0	1	0	0
ttop-te$$$s57$p3	ttopte	1.0	0	0	0	0
	ttowte	0.0	0	0	1	0
	ttolte	0.0	0	0	0	1
	ttote	0.0	0	1	0	0
ttop-i$$$s57$p4	ttopi	0.0	1	0	0	0
	ttowi	1.0	0	0	1	0
	ttoli	0.0	0	0	0	1
	ttoi	0.0	0	1	0	0
ttop-ti$$$s57$p5	ttopti	1.0	0	0	0	0
	ttowti	0.0	0	0	1	0
	ttolti	0.0	0	0	0	1
	ttoti	0.0	0	1	0	0
jep-a$$$s58$p0	jepa	0.0	1	0	0	0
	jewa	1.0	0	0	1	0
	jela	0.0	0	0	0	1
	jea	0.0	0	1	0	0
jep-ta$$$s58$p1	jepta	1.0	0	0	0	0
	jewta	0.0	0	0	1	0
	jelta	0.0	0	0	0	1
	jeta	0.0	0	1	0	0
jep-e$$$s58$p2	jepe	0.0	1	0	0	0
	jewe	1.0	0	0	1	0
	jele	0.0	0	0	0	1
	jee	0.0	0	1	0	0
jep-te$$$s58$p3	jepte	1.0	0	0	0	0
	jewte	0.0	0	0	1	0
	jelte	0.0	0	0	0	1
	jete	0.0	0	1	0	0
jep-i$$$s58$p4	jepi	0.0	1	0	0	0
	jewi	1.0	0	0	1	0
	jeli	0.0	0	0	0	1
	jei	0.0	0	1	0	0
jep-ti$$$s58$p5	jepti	1.0	0	0	0	0
	jewti	0.0	0	0	1	0
	jelti	0.0	0	0	0	1
	jeti	0.0	0	1	0	0
daep-a$$$s59$p0	daepa	0.0	1	0	0	0
	daewa	1.0	0	0	1	0
	daela	0.0	0	0	0	1
	daea	0.0	0	1	0	0
daep-ta$$$s59$p1	daepta	1.0	0	0	0	0
	daewta	0.0	0	0	1	0
	daelta	0.0	0	0	0	1
	daeta	0.0	0	1	0	0
daep-e$$$s59$p2	daepe	0.0	1	0	0	0
	daewe	1.0	0	0	1	0
	daele	0.0	0	0	0	1
	daee	0.0	0	1	0	0
daep-te$$$s59$p3	daepte	1.0	0	0	0	0
	daewte	0.0	0	0	1	0
	daelte	0.0	0	0	0	1
	daete	0.0	0	1	0	0
daep-i$$$s59$p4	daepi	0.0	1	0	0	0
	daewi	1.0	0	0	1	0
	daeli	0.0	0	0	0	1
	daei	0.0	0	1	0	0
daep-ti$$$s59$p5	daepti	1.0	0	0	0	0
	daewti	0.0	0	0	1	0
	daelti	0.0	0	0	0	1
	daeti	0.0	0	1	0	0
joep-a$$$s60$p0	joepa	0.0	1	0	0	0
	joewa	1.0	0	0	1	0
	joela	0.0	0	0	0	1
	joea	0.0	0	1	0	0
joep-ta$$$s60$p1	joepta	1.0	0	0	0	0
	joewta	0.0	0	0	1	0
	joelta	0.0	0	0	0	1
	joeta	0.0	0	1	0	0
joep-e$$$s60$p2	joepe	0.0	1	0	0	0
	joewe	1.0	0	0	1	0
	joele	0.0	0	0	0	1
	joee	0.0	0	1	0	0
joep-te$$$s60$p3	joepte	1.0	0	0	0	0
	joewte	0.0	0	0	1	0
	joelte	0.0	0	0	0	1
	joete	0.0	0	1	0	0
joep-i$$$s60$p4	joepi	0.0	1	0	0	0
	joewi	1.0	0	0	1	0
	joeli	0.0	0	0	0	1
	joei	0.0	0	1	0	0
joep-ti$$$s60$p5	joepti	1.0	0	0	0	0
	joewti	0.0	0	0	1	0
	joelti	0.0	0	0	0	1
	joeti	0.0	0	1	0	0
mop-a$$$s61$p0	mopa	0.0	1	0	0	0
	mowa	1.0	0	0	1	0
	mola	0.0	0	0	0	1
	moa	0.0	0	1	0	0
mop-ta$$$s61$p1	mopta	1.0	0	0	0	0
	mowta	0.0	0	0	1	0
	molta	0.0	0	0	0	1
	mota	0.0	0	1	0	0
mop-e$$$s61$p2	mope	0.0	1	0	0	0
	mowe	1.0	0	0	1	0
	mole	0.0	0	0	0	1
	moe	0.0	0	1	0	0
mop-te$$$s61$p3	mopte	1.0	0	0	0	0
	mowte	0.0	0	0	1	0
	molte	0.0	0	0	0	1
	mote	0.0	0	1	0	0
mop-i$$$s61$p4	mopi	0.0	1	0	0	0
	mowi	1.0	0	0	1	0
	moli	0.0	0	0	0	1
	moi	0.0	0	1	0	0
mop-ti$$$s61$p5	mopti	1.0	0	0	0	0
	mowti	0.0	0	0	1	0
	molti	0.0	0	0	0	1
	moti	0.0	0	1	0	0
mep-a$$$s62$p0	mepa	0.0	1	0	0	0
	mewa	1.0	0	0	1	0
	mela	0.0	0	0	0	1
	mea	0.0	0	1	0	0
mep-ta$$$s62$p1	mepta	1.0	0	0	0	0
	mewta	0.0	0	0	1	0
	melta	0.0	0	0	0	1
	meta	0.0	0	1	0	0
mep-e$$$s62$p2	mepe	0.0	1	0	0	0
	mewe	1.0	0	0	1	0
	mele	0.0	0	0	0	1
	mee	0.0	0	1	0	0
mep-te$$$s62$p3	mepte	1.0	0	0	0	0
	mewte	0.0	0	0	1	0
	melte	0.0	0	0	0	1
	mete	0.0	0	1	0	0
mep-i$$$s62$p4	mepi	0.0	1	0	0	0
	mewi	1.0	0	0	1	0
	meli	0.0	0	0	0	1
	mei	0.0	0	1	0	0
mep-ti$$$s62$p5	mepti	1.0	0	0	0	0
	mewti	0.0	0	0	1	0
	melti	0.0	0	0	0	1
	meti	0.0	0	1	0	0
ssoep-a$$$s63$p0	ssoepa	0.0	1	0	0	0
	ssoewa	1.0	0	0	1	0
	ssoela	0.0	0	0	0	1
	ssoea	0.0	0	1	0	0
ssoep-ta$$$s63$p1	ssoepta	1.0	0	0	0	0
	ssoewta	0.0	0	0	1	0
	ssoelta	0.0	0	0	0	1
	ssoeta	0.0	0	1	0	0
ssoep-e$$$s63$p2	ssoepe	0.0	1	0	0	0
	ssoewe	1.0	0	0	1	0
	ssoele	0.0	0	0	0	1
	ssoee	0.0	0	1	0	0
ssoep-te$$$s63$p3	ssoepte	1.0	0	0	0	0
	ssoewte	0.0	0	0	1	0
	ssoelte	0.0	0	0	0	1
	ssoete	0.0	0	1	0	0
ssoep-i$$$s63$p4	ssoepi	0.0	1	0	0	0
	ssoewi	1.0	0	0	1	0
	ssoeli	0.0	0	0	0	1
	ssoei	0.0	0	1	0	0
ssoep-ti$$$s63$p5	ssoepti	1.0	0	0	0	0
	ssoewti	0.0	0	0	1	0
	ssoelti	0.0	0	0	0	1
	ssoeti	0.0	0	1	0	0
ttaep-a$$$s64$p0	ttaepa	0.0	1	0	0	0
	ttaewa	1.0	0	0	1	0
	ttaela	0.0	0	0	0	1
	ttaea	0.0	0	1	0	0
ttaep-ta$$$s64$p1	ttaepta	1.0	0	0	0	0
	ttaewta	0.0	0	0	1	0
	ttaelta	0.0	0	0	0	1
	ttaeta	0.0	0	1	0	0
ttaep-e$$$s64$p2	ttaepe	0.0	1	0	0	0
	ttaewe	1.0	0	0	1	0
	ttaele	0.0	0	0	0	1
	ttaee	0.0	0	1	0	0
ttaep-te$$$s64$p3	ttaepte	1.0	0	0	0	0
	ttaewte	0.0	0	0	1	0
	ttaelte	0.0	0	0	0	1
	ttaete	0.0	0	1	0	0
ttaep-i$$$s64$p4	ttaepi	0.0	1	0	0	0
	ttaewi	1.0	0	0	1	0
	ttaeli	0.0	0	0	0	1
	ttaei	0.0	0	1	0	0
ttaep-ti$$$s64$p5	ttaepti	1.0	0	0	0	0
	ttaewti	0.0	0	0	1	0
	ttaelti	0.0	0	0	0	1
	ttaeti	0.0	0	1	0	0
reop-a$$$s65$p0	reopa	0.0	1	0	0	0
	reowa	1.0	0	0	1	0
	reola	0.0	0	0	0	1
	reoa	0.0	0	1	0	0
reop-ta$$$s65$p1	reopta	1.0	0	0	0	0
	reowta	0.0	0	0	1	0
	reolta	0.0	0	0	0	1
	reota	0.0	0	1	0	0
reop-e$$$s65$p2	reope	0.0	1	0	0	0
	reowe	1.0	0	0	1	0
	reole	0.0	0	0	0	1
	reoe	0.0	0	1	0	0
reop-te$$$s65$p3	reopte	1.0	0	0	0	0
	reowte	0.0	0	0	1	0
	reolte	0.0	0	0	0	1
	reote	0.0	0	1	0	0
reop-i$$$s65$p4	reopi	0.0	1	0	0	0
	reowi	1.0	0	0	1	0
	reoli	0.0	0	0	0	1
	reoi	0.0	0	1	0	0
reop-ti$$$s65$p5	reopti	1.0	0	0	0	0
	reowti	0.0	0	0	1	0
	reolti	0.0	0	0	0	1
	reoti	0.0	0	1	0	0
jjop-a$$$s66$p0	jjopa	0.0	1	0	0	0
	jjowa	1.0	0	0	1	0
	jjola	0.0	0	0	0	1
	jjoa	0.0	0	1	0	0
jjop-ta$$$s66$p1	jjopta	1.0	0	0	0	0
	jjowta	0.0	0	0	1	0
	jjolta	0.0	0	0	0	1
	jjota	0.0	0	1	0	0
jjop-e$$$s66$p2	jjope	0.0	1	0	0	0
	jjowe	1.0	0	0	1	0
	jjole	0.0	0	0	0	1
	jjoe	0.0	0	1	0	0
jjop-te$$$s66$p3	jjopte	1.0	0	0	0	0
	jjowte	0.0	0	0	1	0
	jjolte	0.0	0	0	0	1
	jjote	0.0	0	1	0	0
jjop-i$$$s66$p4	jjopi	0.0	1	0	0	0
	jjowi	1.0	0	0	1	0
	jjoli	0.0	0	0	0	1
	jjoi	0.0	0	1	0	0
jjop-ti$$$s66$p5	jjopti	1.0	0	0	0	0
	jjowti	0.0	0	0	1	0
	jjolti	0.0	0	0	0	1
	jjoti	0.0	0	1	0	0
ppap-a$$$s67$p0	ppapa	0.0	1	0	0	0
	ppawa	1.0	0	0	1	0
	ppala	0.0	0	0	0	1
	ppaa	0.0	0	1	0	0
ppap-ta$$$s67$p1	ppapta	1.0	0	0	0	0
	ppawta	0.0	0	0	1	0
	ppalta	0.0	0	0	0	1
	ppata	0.0	0	1	0	0
ppap-e$$$s67$p2	ppape	0.0	1	0	0	0
	ppawe	1.0	0	0	1	0
	ppale	0.0	0	0	0	1
	ppae	0.0	0	1	0	0
ppap-te$$$s67$p3	ppapte	1.0	0	0	0	0
	ppawte	0.0	0	0	1	0
	ppalte	0.0	0	0	0	1
	ppate	0.0	0	1	0	0
ppap-i$$$s67$p4	ppapi	0.0	1	0	0	0
	ppawi	1.0	0	0	1	0
	ppali	0.0	0	0	0	1
	ppai	0.0	0	1	0	0
ppap-ti$$$s67$p5	ppapti	1.0	0	0	0	0
	ppawti	0.0	0	0	1	0
	ppalti	0.0	0	0	0	1
	ppati	0.0	0	1	0	0
jaep-a$$$s68$p0	jaepa	1.0	1	0	0	0
	jaewa	0.0	0	0	1	0
	jaela	0.0	0	0	0	1
	jaea	0.0	0	1	0	0
jaep-ta$$$s68$p1	jaepta	1.0	0	0	0	0
	jaewta	0.0	0	0	1	0
	jaelta	0.0	0	0	0	1
	jaeta	0.0	0	1	0	0
jaep-e$$$s68$p2	jaepe	1.0	1	0	0	0
	jaewe	0.0	0	0	1	0
	jaele	0.0	0	0	0	1
	jaee	0.0	0	1	0	0
jaep-te$$$s68$p3	jaepte	1.0	0	0	0	0
	jaewte	0.0	0	0	1	0
	jaelte	0.0	0	0	0	1
	jaete	0.0	0	1	0	0
jaep-i$$$s68$p4	jaepi	1.0	1	0	0	0
	jaewi	0.0	0	0	1	0
	jaeli	0.0	0	0	0	1
	jaei	0.0	0	1	0	0
jaep-ti$$$s68$p5	jaepti	1.0	0	0	0	0
	jaewti	0.0	0	0	1	0
	jaelti	0.0	0	0	0	1
	jaeti	0.0	0	1	0	0
kkep-a$$$s69$p0	kkepa	1.0	1	0	0	0
	kkewa	0.0	0	0	1	0
	kkela	0.0	0	0	0	1
	kkea	0.0	0	1	0	0
kkep-ta$$$s69$p1	kkepta	1.0	0	0	0	0
	kkewta	0.0	0	0	1	0
	kkelta	0.0	0	0	0	1
	kketa	0.0	0	1	0	0
kkep-e$$$s69$p2	kkepe	1.0	1	0	0	0
	kkewe	0.0	0	0	1	0
	kkele	0.0	0	0	0	1
	kkee	0.0	0	1	0	0
kkep-te$$$s69$p3	kkepte	1.0	0	0	0	0
	kkewte	0.0	0	0	1	0
	kkelte	0.0	0	0	0	1
	kkete	0.0	0	1	0	0
kkep-i$$$s69$p4	kkepi	1.0	1	0	0	0
	kkewi	0.0	0	0	1	0
	kkeli	0.0	0	0	0	1
	kkei	0.0	0	1	0	0
kkep-ti$$$s69$p5	kkepti	1.0	0	0	0	0
	kkewti	0.0	0	0	1	0
	kkelti	0.0	0	0	0	1
	kketi	0.0	0	1	0	0
jjip-a$$$s70$p0	jjipa	1.0	1	0	0	0
	jjiwa	0.0	0	0	1	0
	jjila	0.0	0	0	0	1
	jjia	0.0	0	1	0	0
jjip-ta$$$s70$p1	jjipta	1.0	0	0	0	0
	jjiwta	0.0	0	0	1	0
	jjilta	0.0	0	0	0	1
	jjita	0.0	0	1	0	0
jjip-e$$$s70$p2	jjipe	1.0	1	0	0	0
	jjiwe	0.0	0	0	1	0
	jjile	0.0	0	0	0	1
	jjie	0.0	0	1	0	0
jjip-te$$$s70$p3	jjipte	1.0	0	0	0	0
	jjiwte	0.0	0	0	1	0
	jjilte	0.0	0	0	0	1
	jjite	0.0	0	1	0	0
jjip-i$$$s70$p4	jjipi	1.0	1	0	0	0
	jjiwi	0.0	0	0	1	0
	jjili	0.0	0	0	0	1
	jjii	0.0	0	1	0	0
jjip-ti$$$s70$p5	jjipti	1.0	0	0	0	0
	jjiwti	0.0	0	0	1	0
	jjilti	0.0	0	0	0	1
	jjiti	0.0	0	1	0	0
rap-a$$$s71$p0	rapa	1.0	1	0	0	0
	rawa	0.0	0	0	1	0
	rala	0.0	0	0	0	1
	raa	0.0	0	1	0	0
rap-ta$$$s71$p1	rapta	1.0	0	0	0	0
	rawta	0.0	0	0	1	0
	ralta	0.0	0	0	0	1
	rata	0.0	0	1	0	0
rap-e$$$s71$p2	rape	1.0	1	0	0	0
	rawe	0.0	0	0	1	0
	rale	0.0	0	0	0	1
	rae	0.0	0	1	0	0
rap-te$$$s71$p3	rapte	1.0	0	0	0	0
	rawte	0.0	0	0	1	0
	ralte	0.0	0	0	0	1
	rate	0.0	0	1	0	0
rap-i$$$s71$p4	rapi	1.0	1	0	0	0
	rawi	0.0	0	0	1	0
	rali	0.0	0	0	0	1
	rai	0.0	0	1	0	0
rap-ti$$$s71$p5	rapti	1.0	0	0	0	0
	rawti	0.0	0	0	1	0
	ralti	0.0	0	0	0	1
	rati	0.0	0	1	0	0
toep-a$$$s72$p0	toepa	1.0	1	0	0	0
	toewa	0.0	0	0	1	0
	toela	0.0	0	0	0	1
	toea	0.0	0	1	0	0
toep-ta$$$s72$p1	toepta	1.0	0	0	0	0
	toewta	0.0	0	0	1	0
	toelta	0.0	0	0	0	1
	toeta	0.0	0	1	0	0
toep-e$$$s72$p2	toepe	1.0	1	0	0	0
	toewe	0.0	0	0	1	0
	toele	0.0	0	0	0	1
	toee	0.0	0	1	0	0
toep-te$$$s72$p3	toepte	1.0	0	0	0	0
	toewte	0.0	0	0	1	0
	toelte	0.0	0	0	0	1
	toete	0.0	0	1	0	0
toep-i$$$s72$p4	toepi	1.0	1	0	0	0
	toewi	0.0	0	0	1	0
	toeli	0.0	0	0	0	1
	toei	0.0	0	1	0	0
toep-ti$$$s72$p5	toepti	1.0	0	0	0	0
	toewti	0.0	0	0	1	0
	toelti	0.0	0	0	0	1
	toeti	0.0	0	1	0	0
tat-a$$$s73$p0	tata	0.0	1	0	0	0
	taja	0.0	0	0	1	0
	tala	1.0	0	0	0	1
	taa	0.0	0	1	0	0
tat-ta$$$s73$p1	tatta	1.0	0	0	0	0
	tajta	0.0	0	0	1	0
	talta	0.0	0	0	0	1
	tata	0.0	0	1	0	0
tat-e$$$s73$p2	tate	0.0	1	0	0	0
	taje	0.0	0	0	1	0
	tale	1.0	0	0	0	1
	tae	0.0	0	1	0	0
tat-te$$$s73$p3	tatte	1.0	0	0	0	0
	tajte	0.0	0	0	1	0
	talte	0.0	0	0	0	1
	tate	0.0	0	1	0	0
tat-i$$$s73$p4	tati	0.0	1	0	0	0
	taji	0.0	0	0	1	0
	tali	1.0	0	0	0	1
	tai	0.0	0	1	0	0
tat-ti$$$s73$p5	tatti	1.0	0	0	0	0
	tajti	0.0	0	0	1	0
	talti	0.0	0	0	0	1
	tati	0.0	0	1	0	0
jat-a$$$s74$p0	jata	0.0	1	0	0	0
	jaja	0.0	0	0	1	0
	jala	1.0	0	0	0	1
	jaa	0.0	0	1	0	0
jat-ta$$$s74$p1	jatta	1.0	0	0	0	0
	jajta	0.0	0	0	1	0
	jalta	0.0	0	0	0	1
	jata	0.0	0	1	0	0
jat-e$$$s74$p2	jate	0.0	1	0	0	0
	jaje	0.0	0	0	1	0
	jale	1.0	0	0	0	1
	jae	0.0	0	1	0	0
jat-te$$$s74$p3	jatte	1.0	0	0	0	0
	jajte	0.0	0	0	1	0
	jalte	0.0	0	0	0	1
	jate	0.0	0	1	0	0
jat-i$$$s74$p4	jati	0.0	1	0	0	0
	jaji	0.0	0	0	1	0
	jali	1.0	0	0	0	1
	jai	0.0	0	1	0	0
jat-ti$$$s74$p5	jatti	1.0	0	0	0	0
	jajti	0.0	0	0	1	0
	jalti	0.0	0	0	0	1
	jati	0.0	0	1	0	0
ket-a$$$s75$p0	keta	0.0	1	0	0	0
	keja	0.0	0	0	1	0
	kela	1.0	0	0	0	1
	kea	0.0	0	1	0	0
ket-ta$$$s75$p1	ketta	1.0	0	0	0	0
	kejta	0.0	0	0	1	0
	kelta	0.0	0	0	0	1
	keta	0.0	0	1	0	0
ket-e$$$s75$p2	kete	0.0	1	0	0	0
	keje	0.0	0	0	1	0
	kele	1.0	0	0	0	1
	kee	0.0	0	1	0	0
ket-te$$$s75$p3	kette	1.0	0	0	0	0
	kejte	0.0	0	0	1	0
	kelte	0.0	0	0	0	1
	kete	0.0	0	1	0	0
ket-i$$$s75$p4	keti	0.0	1	0	0	0
	keji	0.0	0	0	1	0
	keli	1.0	0	0	0	1
	kei	0.0	0	1	0	0
ket-ti$$$s75$p5	ketti	1.0	0	0	0	0
	kejti	0.0	0	0	1	0
	kelti	0.0	0	0	0	1
	keti	0.0	0	1	0	0
pot-a$$$s76$p0	pota	0.0	1	0	0	0
	poja	0.0	0	0	1	0
	pola	1.0	0	0	0	1
	poa	0.0	0	1	0	0
pot-ta$$$s76$p1	potta	1.0	0	0	0	0
	pojta	0.0	0	0	1	0
	polta	0.0	0	0	0	1
	pota	0.0	0	1	0	0
pot-e$$$s76$p2	pote	0.0	1	0	0	0
	poje	0.0	0	0	1	0
	pole	1.0	0	0	0	1
	poe	0.0	0	1	0	0
pot-te$$$s76$p3	potte	1.0	0	0	0	0
	pojte	0.0	0	0	1	0
	polte	0.0	0	0	0	1
	pote	0.0	0	1	0	0
pot-i$$$s76$p4	poti	0.0	1	0	0	0
	poji	0.0	0	0	1	0
	poli	1.0	0	0	0	1
	poi	0.0	0	1	0	0
pot-ti$$$s76$p5	potti	1.0	0	0	0	0
	pojti	0.0	0	0	1	0
	polti	0.0	0	0	0	1
	poti	0.0	0	1	0	0
chit-a$$$s77$p0	chita	0.0	1	0	0	0
	chija	0.0	0	0	1	0
	chila	1.0	0	0	0	1
	chia	0.0	0	1	0	0
chit-ta$$$s77$p1	chitta	1.0	0	0	0	0
	chijta	0.0	0	0	1	0
	chilta	0.0	0	0	0	1
	chita	0.0	0	1	0	0
chit-e$$$s77$p2	chite	0.0	1	0	0	0
	chije	0.0	0	0	1	0
	chile	1.0	0	0	0	1
	chie	0.0	0	1	0	0
chit-te$$$s77$p3	chitte	1.0	0	0	0	0
	chijte	0.0	0	0	1	0
	chilte	0.0	0	0	0	1
	chite	0.0	0	1	0	0
chit-i$$$s77$p4	chiti	0.0	1	0	0	0
	chiji	0.0	0	0	1	0
	chili	1.0	0	0	0	1
	chii	0.0	0	1	0	0
chit-ti$$$s77$p5	chitti	1.0	0	0	0	0
	chijti	0.0	0	0	1	0
	chilti	0.0	0	0	0	1
	chiti	0.0	0	1	0	0
ppeut-a$$$s78$p0	ppeuta	1.0	1	0	0	0
	ppeuja	0.0	0	0	1	0
	ppeula	0.0	0	0	0	1
	ppeua	0.0	0	1	0	0
ppeut-ta$$$s78$p1	ppeutta	1.0	0	0	0	0
	ppeujta	0.0	0	0	1	0
	ppeulta	0.0	0	0	0	1
	ppeuta	0.0	0	1	0	0
ppeut-e$$$s78$p2	ppeute	1.0	1	0	0	0
	ppeuje	0.0	0	0	1	0
	ppeule	0.0	0	0	0	1
	ppeue	0.0	0	1	0	0
ppeut-te$$$s78$p3	ppeutte	1.0	0	0	0	0
	ppeujte	0.0	0	0	1	0
	ppeulte	0.0	0	0	0	1
	ppeute	0.0	0	1	0	0
ppeut-i$$$s78$p4	ppeuti	1.0	1	0	0	0
	ppeuji	0.0	0	0	1	0
	ppeuli	0.0	0	0	0	1
	ppeui	0.0	0	1	0	0
ppeut-ti$$$s78$p5	ppeutti	1.0	0	0	0	0
	ppeujti	0.0	0	0	1	0
	ppeulti	0.0	0	0	0	1
	ppeuti	0.0	0	1	0	0
goet-a$$$s79$p0	goeta	1.0	1	0	0	0
	goeja	0.0	0	0	1	0
	goela	0.0	0	0	0	1
	goea	0.0	0	1	0	0
goet-ta$$$s79$p1	goetta	1.0	0	0	0	0
	goejta	0.0	0	0	1	0
	goelta	0.0	0	0	0	1
	goeta	0.0	0	1	0	0
goet-e$$$s79$p2	goete	1.0	1	0	0	0
	goeje	0.0	0	0	1	0
	goele	0.0	0	0	0	1
	goee	0.0	0	1	0	0
goet-te$$$s79$p3	goette	1.0	0	0	0	0
	goejte	0.0	0	0	1	0
	goelte	0.0	0	0	0	1
	goete	0.0	0	1	0	0
goet-i$$$s79$p4	goeti	1.0	1	0	0	0
	goeji	0.0	0	0	1	0
	goeli	0.0	0	0	0	1
	goei	0.0	0	1	0	0
goet-ti$$$s79$p5	goetti	1.0	0	0	0	0
	goejti	0.0	0	0	1	0
	goelti	0.0	0	0	0	1
	goeti	0.0	0	1	0	0
jot-a$$$s80$p0	jota	1.0	1	0	0	0
	joja	0.0	0	0	1	0
	jola	0.0	0	0	0	1
	joa	0.0	0	1	0	0
jot-ta$$$s80$p1	jotta	1.0	0	0	0	0
	jojta	0.0	0	0	1	0
	jolta	0.0	0	0	0	1
	jota	0.0	0	1	0	0
jot-e$$$s80$p2	jote	1.0	1	0	0	0
	joje	0.0	0	0	1	0
	jole	0.0	0	0	0	1
	joe	0.0	0	1	0	0
jot-te$$$s80$p3	jotte	1.0	0	0	0	0
	jojte	0.0	0	0	1	0
	jolte	0.0	0	0	0	1
	jote	0.0	0	1	0	0
jot-i$$$s80$p4	joti	1.0	1	0	0	0
	joji	0.0	0	0	1	0
	joli	0.0	0	0	0	1
	joi	0.0	0	1	0	0
jot-ti$$$s80$p5	jotti	1.0	0	0	0	0
	jojti	0.0	0	0	1	0
	jolti	0.0	0	0	0	1
	joti	0.0	0	1	0	0
pput-a$$$s81$p0	pputa	1.0	1	0	0	0
	ppuja	0.0	0	0	1	0
	ppula	0.0	0	0	0	1
	ppua	0.0	0	1	0	0
pput-ta$$$s81$p1	pputta	1.0	0	0	0	0
	ppujta	0.0	0	0	1	0
	ppulta	0.0	0	0	0	1
	pputa	0.0	0	1	0	0
pput-e$$$s81$p2	ppute	1.0	1	0	0	0
	ppuje	0.0	0	0	1	0
	ppule	0.0	0	0	0	1
	ppue	0.0	0	1	0	0
pput-te$$$s81$p3	pputte	1.0	0	0	0	0
	ppujte	0.0	0	0	1	0
	ppulte	0.0	0	0	0	1
	ppute	0.0	0	1	0	0
pput-i$$$s81$p4	pputi	1.0	1	0	0	0
	ppuji	0.0	0	0	1	0
	ppuli	0.0	0	0	0	1
	ppui	0.0	0	1	0	0
pput-ti$$$s81$p5	pputti	1.0	0	0	0	0
	ppujti	0.0	0	0	1	0
	ppulti	0.0	0	0	0	1
	pputi	0.0	0	1	0	0
nat-a$$$s82$p0	nata	1.0	1	0	0	0
	naja	0.0	0	0	1	0
	nala	0.0	0	0	0	1
	naa	0.0	0	1	0	0
nat-ta$$$s82$p1	natta	1.0	0	0	0	0
	najta	0.0	0	0	1	0
	nalta	0.0	0	0	0	1
	nata	0.0	0	1	0	0
nat-e$$$s82$p2	nate	1.0	1	0	0	0
	naje	0.0	0	0	1	0
	nale	0.0	0	0	0	1
	nae	0.0	0	1	0	0
nat-te$$$s82$p3	natte	1.0	0	0	0	0
	najte	0.0	0	0	1	0
	nalte	0.0	0	0	0	1
	nate	0.0	0	1	0	0
nat-i$$$s82$p4	nati	1.0	1	0	0	0
	naji	0.0	0	0	1	0
	nali	0.0	0	0	0	1
	nai	0.0	0	1	0	0
nat-ti$$$s82$p5	natti	1.0	0	0	0	0
	najti	0.0	0	0	1	0
	nalti	0.0	0	0	0	1
	nati	0.0	0	1	0	0
kkut-a$$$s83$p0	kkuta	1.0	1	0	0	0
	kkuja	0.0	0	0	1	0
	kkula	0.0	0	0	0	1
	kkua	0.0	0	1	0	0
